2.492320e-01 2.534880e-01 2.463360e-01 2.509440e-01 
2.480960e-01 2.530240e-01 2.461120e-01 2.527680e-01 
2.429760e-01 2.551520e-01 2.480000e-01 2.538720e-01 
2.402240e-01 2.575040e-01 2.467040e-01 2.555680e-01 
2.361920e-01 2.583040e-01 2.479200e-01 2.575840e-01 
2.329280e-01 2.591360e-01 2.496000e-01 2.583360e-01 
2.317440e-01 2.592000e-01 2.496320e-01 2.594240e-01 
2.265120e-01 2.597120e-01 2.525280e-01 2.612480e-01 
2.232160e-01 2.614720e-01 2.525600e-01 2.627520e-01 
2.232800e-01 2.611520e-01 2.529440e-01 2.626240e-01 
2.217920e-01 2.598880e-01 2.544320e-01 2.638880e-01 
2.191360e-01 2.600000e-01 2.544000e-01 2.664640e-01 
2.200800e-01 2.580480e-01 2.560960e-01 2.657760e-01 
2.170400e-01 2.598720e-01 2.566720e-01 2.664160e-01 
2.159680e-01 2.594880e-01 2.585440e-01 2.660000e-01 
2.134400e-01 2.603360e-01 2.575520e-01 2.686720e-01 
2.141440e-01 2.584480e-01 2.580960e-01 2.693120e-01 
2.112960e-01 2.589440e-01 2.604960e-01 2.692640e-01 
2.091200e-01 2.588640e-01 2.607040e-01 2.713120e-01 
2.077760e-01 2.602720e-01 2.602240e-01 2.717280e-01 
2.064640e-01 2.595520e-01 2.605600e-01 2.734240e-01 
2.065920e-01 2.582560e-01 2.621600e-01 2.729920e-01 
2.052160e-01 2.589600e-01 2.629120e-01 2.729120e-01 
2.042560e-01 2.595040e-01 2.646560e-01 2.715840e-01 
2.003360e-01 2.596640e-01 2.662720e-01 2.737280e-01 
2.000480e-01 2.585120e-01 2.668160e-01 2.746240e-01 
1.988160e-01 2.592640e-01 2.669920e-01 2.749280e-01 
1.971520e-01 2.586560e-01 2.686240e-01 2.755680e-01 
1.947840e-01 2.581120e-01 2.701920e-01 2.769120e-01 
1.921280e-01 2.572320e-01 2.727200e-01 2.779200e-01 
1.910240e-01 2.583680e-01 2.744000e-01 2.762080e-01 
1.896320e-01 2.581120e-01 2.757440e-01 2.765120e-01 
1.859680e-01 2.599040e-01 2.787520e-01 2.753760e-01 
1.868320e-01 2.602240e-01 2.781920e-01 2.747520e-01 
1.849600e-01 2.603840e-01 2.796160e-01 2.750400e-01 
1.841920e-01 2.600160e-01 2.819680e-01 2.738240e-01 
1.840000e-01 2.615200e-01 2.827040e-01 2.717760e-01 
1.803680e-01 2.629280e-01 2.848320e-01 2.718720e-01 
1.809920e-01 2.647680e-01 2.844960e-01 2.697440e-01 
1.802080e-01 2.648960e-01 2.845920e-01 2.703040e-01 
1.777440e-01 2.665600e-01 2.855680e-01 2.701280e-01 
1.764480e-01 2.670560e-01 2.871840e-01 2.693120e-01 
1.742720e-01 2.683200e-01 2.882080e-01 2.692000e-01 
1.730720e-01 2.690080e-01 2.893600e-01 2.685600e-01 
1.703520e-01 2.704800e-01 2.912640e-01 2.679040e-01 
1.674560e-01 2.723360e-01 2.920960e-01 2.681120e-01 
1.673440e-01 2.737440e-01 2.914240e-01 2.674880e-01 
1.658080e-01 2.739840e-01 2.931520e-01 2.670560e-01 
1.643520e-01 2.758560e-01 2.936160e-01 2.661760e-01 
1.626400e-01 2.763520e-01 2.944000e-01 2.666080e-01 
1.601120e-01 2.775840e-01 2.958240e-01 2.664800e-01 
1.579200e-01 2.785920e-01 2.976640e-01 2.658240e-01 
1.560320e-01 2.799040e-01 2.979200e-01 2.661440e-01 
1.569920e-01 2.803840e-01 2.978080e-01 2.648160e-01 
1.562720e-01 2.801440e-01 2.986240e-01 2.649600e-01 
1.532480e-01 2.815680e-01 2.996480e-01 2.655360e-01 
1.492800e-01 2.824480e-01 3.013600e-01 2.669120e-01 
1.499200e-01 2.822080e-01 3.019360e-01 2.659360e-01 
1.481120e-01 2.837760e-01 3.018400e-01 2.662720e-01 
1.480800e-01 2.831040e-01 3.016320e-01 2.671840e-01 
1.463040e-01 2.836480e-01 3.010240e-01 2.690240e-01 
1.467520e-01 2.837920e-01 3.003840e-01 2.690720e-01 
1.457120e-01 2.849600e-01 2.992480e-01 2.700800e-01 
1.461760e-01 2.849120e-01 2.983840e-01 2.705280e-01 
1.455040e-01 2.853920e-01 2.973280e-01 2.717760e-01 
1.420800e-01 2.872640e-01 2.968960e-01 2.737600e-01 
1.406080e-01 2.887680e-01 2.957440e-01 2.748800e-01 
1.382400e-01 2.902400e-01 2.938240e-01 2.776960e-01 
1.360480e-01 2.907040e-01 2.936160e-01 2.796320e-01 
1.368160e-01 2.912640e-01 2.911040e-01 2.808160e-01 
1.342240e-01 2.939360e-01 2.901600e-01 2.816800e-01 
1.344000e-01 2.946880e-01 2.885280e-01 2.823840e-01 
1.337760e-01 2.958080e-01 2.871680e-01 2.832480e-01 
1.337760e-01 2.963840e-01 2.856000e-01 2.842400e-01 
1.336480e-01 2.974400e-01 2.839040e-01 2.850080e-01 
1.311200e-01 2.990400e-01 2.825440e-01 2.872960e-01 
1.294880e-01 2.999360e-01 2.817440e-01 2.888320e-01 
1.298880e-01 3.000320e-01 2.801920e-01 2.898880e-01 
1.288000e-01 2.996800e-01 2.789600e-01 2.925600e-01 
1.281760e-01 3.008000e-01 2.771840e-01 2.938400e-01 
1.287040e-01 3.006560e-01 2.753120e-01 2.953280e-01 
1.292800e-01 3.012800e-01 2.730400e-01 2.964000e-01 
1.281760e-01 3.026400e-01 2.713600e-01 2.978240e-01 
1.248160e-01 3.043520e-01 2.699200e-01 3.009120e-01 
1.243360e-01 3.050720e-01 2.687520e-01 3.018400e-01 
1.230880e-01 3.056960e-01 2.679680e-01 3.032480e-01 
1.220800e-01 3.063520e-01 2.659040e-01 3.056640e-01 
1.232000e-01 3.060000e-01 2.637120e-01 3.070880e-01 
1.224320e-01 3.068000e-01 2.621280e-01 3.086400e-01 
1.230080e-01 3.081280e-01 2.597600e-01 3.091040e-01 
